iter	Logloss
135	0.0008426102354
136	0.0008417616673
137	0.0008402745359
138	0.0008400653163
139	0.0008398212602
140	0.0008316639554
141	0.0008310520058
142	0.0008309310883
143	0.0008267352842
144	0.000825599127
145	0.0008023593432
146	0.0007965872917
147	0.0007961262354
148	0.0007952557409
149	0.0007950967601
150	0.0007950283333
151	0.0007948482811
152	0.0007946318808
153	0.0007941643896
154	0.0007939019867
155	0.0007934879804
156	0.0007931185692
157	0.0007877287008
158	0.0007871961778
159	0.0007869480008
160	0.0007866868945
161	0.0007862835278
162	0.0007783201184
163	0.0007768166806
164	0.0007756191038
165	0.0007752311056
166	0.0007750104382
167	0.0007748038343
168	0.0007746621247
169	0.0007471626795
170	0.0007467617278
171	0.0007466285795
172	0.0007453915602
173	0.0007444989394
174	0.0007444266777
175	0.0007440267482
176	0.0007437282272
177	0.0007431241072
178	0.0007424225127
179	0.0007396871068
180	0.0007391984081
181	0.0007390179528
182	0.0007383557992
183	0.0007381145031
184	0.0007375202564
185	0.0007371543958
186	0.0007364957675
187	0.0007274710093
188	0.0007271839665
189	0.0007266439601
190	0.0006994670802
191	0.0006988126527
192	0.0006984378294
193	0.0006981923018
194	0.0006973917245
195	0.0006968764298
196	0.0006952874049
197	0.0006946668057
198	0.0006945603279
199	0.0006942216742
200	0.0006940192833
201	0.0006931151668
202	0.0006929533945
203	0.0006919314746
204	0.0006916568321
205	0.0006913835119
206	0.0006909561874
207	0.0006860305083
208	0.0006858717758
209	0.0006856032263
210	0.0006817346096
211	0.0006816533305
212	0.0006814419444
213	0.0006792489961
214	0.0006791237224
215	0.0006787953985
216	0.0006775234644
217	0.0006767381163
218	0.0006766707597
219	0.0006758155585
220	0.0006756872272
221	0.0006718533394
222	0.0006715434489
223	0.0006714641794
224	0.0006713502153
225	0.0006711484542
226	0.0006455942584
227	0.0006454890299
228	0.0006450890024
229	0.0006450262146
230	0.0006449783664
231	0.0006447973932
232	0.0006443943012
233	0.0006442215065
234	0.0006440877615
235	0.000643920633
236	0.0006438445505
237	0.0006437370063
238	0.0006436788095
239	0.0006433965704
240	0.0006431892769
241	0.0006431173605
242	0.0006428293406
243	0.0006426439695
244	0.000642568241
245	0.0006421739501
246	0.0006418955511
247	0.0006417835164
248	0.0006416453638
249	0.00064159885
250	0.0006414630554
251	0.0006412086656
252	0.0006410839631
253	0.0006409681633
254	0.0006408665902
255	0.0006405442902
256	0.0006402379646
257	0.0006398972542
258	0.0006396372267
259	0.000639309878
260	0.0006391957221
261	0.0006391036898
262	0.0006390189473
263	0.0006389517476
264	0.0006388700182
265	0.0006387913743
266	0.0006387393382
267	0.0006386968401
268	0.0006383043011
269	0.0006382266225
270	0.0006381519633
271	0.0006381343499
272	0.000638110195
273	0.0006380193138
274	0.0006379258738
275	0.0006378894741
276	0.0006376676398
277	0.0006373592031
278	0.0006372939799
279	0.0006372633587
280	0.0006371850143
281	0.000637126075
282	0.0006370661342
283	0.0006367657083
284	0.0006366978156
285	0.0006366327484
286	0.0006365687946
287	0.0006364963737
288	0.0006364497622
289	0.0006361514485
290	0.0006361360163
291	0.0006361112979
292	0.0006360596583
293	0.0006360095182
294	0.0006359859292
295	0.0006359395229
296	0.000635883093
297	0.0006358458277
298	0.0006354768754
299	0.0006350876927
300	0.0006350604729
301	0.0006350220528
302	0.0006349789953
303	0.0006349345902
304	0.0006349249026
305	0.0006348838579
306	0.000634866831
307	0.0006348319819
308	0.0006348085213
309	0.0006347676553
310	0.0006347295839
311	0.000634691953
312	0.0006346599807
313	0.000634623935
314	0.0006345864337
315	0.0006345544886
316	0.0006345286463
317	0.0006344941357
318	0.0006344637681
319	0.0006344339554
320	0.0006344010714
321	0.0006343752838
322	0.0006343433434
323	0.0006343229793
324	0.000634305356
325	0.0006342787613
326	0.0006342582967
327	0.0006342330616
328	0.0006342031119
329	0.0006341799291
330	0.0006341663109
331	0.0006341368516
332	0.0006341276627
333	0.0006341027154
334	0.0006340807701
335	0.0006340597561
336	0.0006340356921
337	0.0006340295302
338	0.0006340157891
339	0.0006339922995
340	0.0006339752107
341	0.000633955376
342	0.000633955376
343	0.000633955376
344	0.000633955376
345	0.000633955376
346	0.000633955376
347	0.000633955376
348	0.000633955376
349	0.000633955376
350	0.000633955376
351	0.000633955376
352	0.000633955376
353	0.000633955376
354	0.000633955376
355	0.000633955376
356	0.000633955376
357	0.000633955376
358	0.000633955376
359	0.000633955376
360	0.000633955376
361	0.000633955376
362	0.000633955376
363	0.000633955376
364	0.000633955376
365	0.000633955376
366	0.000633955376
367	0.000633955376
368	0.000633955376
369	0.000633955376
370	0.000633955376
371	0.000633955376
372	0.000633955376
373	0.000633955376
374	0.000633955376
375	0.000633955376
376	0.000633955376
377	0.000633955376
378	0.000633955376
379	0.000633955376
380	0.000633955376
381	0.000633955376
382	0.000633955376
383	0.000633955376
384	0.000633955376
385	0.000633955376
386	0.000633955376
387	0.000633955376
388	0.000633955376
389	0.000633955376
390	0.000633955376
391	0.000633955376
392	0.000633955376
393	0.000633955376
394	0.000633955376
395	0.000633955376
396	0.000633955376
397	0.000633955376
398	0.000633955376
399	0.000633955376
400	0.000633955376
401	0.000633955376
402	0.000633955376
403	0.000633955376
404	0.000633955376
405	0.000633955376
406	0.000633955376
407	0.000633955376
408	0.000633955376
409	0.000633955376
410	0.000633955376
411	0.000633955376
412	0.000633955376
413	0.000633955376
414	0.000633955376
415	0.000633955376
416	0.000633955376
417	0.000633955376
418	0.000633955376
419	0.000633955376
420	0.000633955376
421	0.000633955376
422	0.000633955376
423	0.000633955376
424	0.000633955376
425	0.000633955376
426	0.000633955376
427	0.000633955376
428	0.000633955376
429	0.000633955376
430	0.000633955376
431	0.000633955376
432	0.000633955376
433	0.000633955376
434	0.000633955376
435	0.000633955376
436	0.000633955376
437	0.000633955376
438	0.000633955376
439	0.000633955376
440	0.000633955376
441	0.000633955376
442	0.000633955376
443	0.000633955376
444	0.000633955376
445	0.000633955376
